"도시별","품목성질별",2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"고양시","공공서비스",88.013,90.837,92.845,94.324,94.104,95.285,95.781,96.420,98.310,100.223,101.434,101.430,101.260,100.00,100.80,101.57,102.88,104.46
"고양시","개인서비스",75.094,78.885,80.873,82.636,85.376,85.784,86.989,87.974,89.552,91.628,94.351,96.517,98.537,100.00,102.62,107.84,113.18,116.93
"안산시","총지수",77.999,81.728,84.045,86.343,89.862,91.804,92.875,94.190,94.962,96.003,97.726,99.081,99.673,100.00,102.54,107.61,111.64,114.58
"안산시","상품",77.001,81.791,84.272,87.918,93.281,95.784,96.865,97.780,97.159,96.662,98.302,99.671,99.662,100.00,103.24,109.82,114.18,116.93
"안산시","농축수산물",64.216,64.272,67.730,73.583,83.437,84.217,85.097,82.439,84.270,87.964,92.190,96.426,96.747,100.00,109.37,113.82,116.70,123.13
"안산시","공업제품",78.673,84.931,86.989,89.747,94.017,96.575,97.192,98.567,98.282,97.893,99.263,100.446,100.189,100.00,102.36,108.92,111.76,113.46
"안산시","전기 · 가스 · 수도",-,-,-,103.749,108.242,113.814,118.843,123.126,115.250,104.514,102.733,99.693,101.156,100.00,97.91,109.51,131.69,137.27
"안산시","서비스",78.509,81.538,83.736,85.177,87.334,88.861,89.921,91.529,93.303,95.496,97.283,98.622,99.680,100.00,101.98,105.83,109.61,112.69
"안산시","집세",79.184,81.706,83.301,84.027,87.178,91.419,94.262,95.883,98.674,100.803,102.400,102.562,101.521,100.00,101.26,103.49,104.77,105.17
"안산시","공공서비스",90.934,93.889,95.806,96.998,95.648,96.594,97.075,97.551,98.979,100.706,101.115,101.210,100.915,100.00,101.25,102.59,103.72,104.95
"안산시","개인서비스",73.641,76.837,79.313,80.993,84.084,85.022,85.769,87.792,89.387,91.789,94.188,96.391,98.629,100.00,102.53,107.95,113.52,118.15
"용인시","총지수",-,-,-,-,-,-,-,-,94.858,95.861,97.659,99.297,99.455,100.00,102.86,108.00,111.42,113.89
"용인시","상품",-,-,-,-,-,-,-,-,96.802,96.155,97.888,99.458,99.001,100.00,103.58,110.34,114.48,116.83
"용인시","농축수산물",-,-,-,-,-,-,-,-,83.388,86.349,90.893,94.945,92.345,100.00,111.74,115.89,117.34,122.47
"용인시","공업제품",-,-,-,-,-,-,-,-,98.041,97.635,99.043,100.533,100.376,100.00,102.25,109.13,112.02,113.60
"용인시","전기 · 가스 · 수도",-,-,-,-,-,-,-,-,115.325,104.523,102.733,99.691,101.156,100.00,97.91,109.51,131.07,135.42
"용인시","서비스",-,-,-,-,-,-,-,-,93.382,95.632,97.477,99.170,99.806,100.00,102.29,106.12,109.00,111.57
"용인시","집세",-,-,-,-,-,-,-,-,96.618,98.805,100.357,100.583,99.967,100.00,102.54,105.72,105.71,106.43
"용인시","공공서비스",-,-,-,-,-,-,-,-,99.627,101.019,101.549,101.629,101.391,100.00,100.70,101.47,102.33,103.57
"용인시","개인서비스",-,-,-,-,-,-,-,-,89.854,92.467,94.932,97.733,99.114,100.00,102.86,108.15,112.71,116.37
"화성시","총지수",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.50,107.74,111.50,113.86
"화성시","상품",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,103.27,109.96,114.33,116.61
"화성시","농축수산물",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,109.36,112.60,115.22,119.67
"화성시","공업제품",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.39,109.39,112.35,113.97
"화성시","전기 · 가스 · 수도",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,97.91,109.51,131.07,135.48
"화성시","서비스",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,101.89,105.96,109.26,111.67
"화성시","집세",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,101.13,104.39,104.32,104.36
"화성시","공공서비스",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,101.27,102.16,103.07,104.03
"화성시","개인서비스",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.40,108.04,113.32,117.03
"강원특별자치도","총지수",78.833,83.026,84.602,87.156,90.933,92.692,93.697,94.334,94.369,95.110,97.013,98.557,99.384,100.00,102.80,108.98,112.99,115.64
"강원특별자치도","상품",77.377,82.765,84.485,88.471,93.911,96.764,97.675,97.851,96.714,96.107,98.014,99.363,99.279,100.00,103.62,111.81,115.63,118.08
"강원특별자치도","농축수산물",64.416,64.684,67.851,74.142,81.624,84.968,84.865,82.338,83.734,86.777,90.988,93.776,93.303,100.00,109.65,114.87,117.92,124.51
"강원특별자치도","공업제품",79.365,86.244,87.461,90.577,95.535,98.192,99.013,99.597,98.263,97.432,99.225,100.622,100.492,100.00,102.69,111.23,113.39,114.81
"강원특별자치도","전기 · 가스 · 수도",-,-,-,103.524,107.483,110.591,114.878,117.582,112.202,104.724,101.964,99.200,100.595,100.00,98.28,110.27,132.35,136.51
"강원특별자치도","서비스",79.510,82.754,84.210,85.711,87.924,88.709,89.812,90.900,92.090,94.122,96.017,97.761,99.489,100.00,101.95,106.05,110.23,113.08
"강원특별자치도","집세",87.212,87.560,87.610,88.050,90.105,93.428,95.852,97.097,98.040,99.020,100.227,100.868,100.580,100.00,100.36,101.38,102.37,103.15
"강원특별자치도","공공서비스",91.450,94.362,94.976,96.682,96.626,96.587,97.296,97.906,98.919,100.009,100.806,101.054,101.567,100.00,100.95,102.11,104.04,105.12
"강원특별자치도","개인서비스",73.538,77.346,79.313,80.864,84.106,84.779,85.836,87.125,88.442,91.042,93.506,96.000,98.513,100.00,102.65,108.53,114.24,118.20
"춘천시","총지수",78.930,82.854,84.683,87.564,91.556,93.364,94.229,94.961,94.905,95.599,97.275,98.637,99.488,100.00,102.76,108.86,113.18,115.74
"춘천시","상품",77.804,83.209,84.931,89.128,94.550,97.327,98.159,98.577,97.219,96.687,98.543,99.535,99.422,100.00,103.44,111.51,115.52,118.05
"춘천시","농축수산물",67.952,68.875,72.168,78.792,85.575,88.252,87.705,85.289,86.271,89.535,94.209,95.362,94.146,100.00,109.42,114.49,117.88,124.42
"춘천시","공업제품",79.194,85.831,87.056,90.370,95.635,98.421,99.172,99.876,98.479,97.775,99.403,100.622,100.538,100.00,102.51,110.96,113.33,114.75
"춘천시","전기 · 가스 · 수도",-,-,-,101.281,104.393,107.330,112.054,116.278,109.906,101.982,99.361,97.498,99.693,100.00,98.22,109.89,131.67,136.95
"춘천시","서비스",79.298,82.126,83.994,85.863,88.539,89.493,90.392,91.430,92.654,94.527,96.024,97.751,99.549,100.00,102.06,106.12,110.74,113.32
"춘천시","집세",84.595,84.290,84.055,84.946,89.336,93.846,95.894,96.882,97.378,98.115,100.389,101.216,100.957,100.00,100.57,101.59,102.68,103.13
"춘천시","공공서비스",91.185,93.000,94.764,96.089,96.282,96.523,97.215,97.719,98.503,99.266,99.644,100.069,101.067,100.00,100.99,102.04,103.84,105.28
"춘천시","개인서비스",73.733,77.391,79.610,81.843,85.287,85.888,86.684,87.983,89.542,92.074,93.911,96.295,98.729,100.00,102.77,108.63,115.07,118.53
"원주시","총지수",79.443,83.450,84.969,87.413,91.113,92.859,93.970,94.635,94.593,95.308,97.079,98.620,99.349,100.00,102.86,108.85,112.54,115.20
"원주시","상품",77.438,82.711,84.082,88.171,93.770,96.466,97.635,97.916,96.854,96.122,97.850,99.265,99.139,100.00,103.80,111.72,115.29,117.61
"원주시","농축수산물",63.954,63.536,65.899,73.290,82.084,84.992,85.336,83.212,84.259,86.456,89.255,92.473,92.571,100.00,110.48,114.48,117.30,124.11
"원주시","공업제품",79.744,86.676,87.702,90.658,95.425,97.992,98.927,99.454,98.232,97.429,99.324,100.743,100.458,100.00,102.76,111.25,113.13,114.41
"원주시","전기 · 가스 · 수도",-,-,-,101.643,105.707,108.936,114.314,118.008,113.435,106.047,103.288,100.028,101.131,100.00,97.94,109.77,131.73,135.13
"원주시","서비스",80.711,83.726,85.334,86.537,88.491,89.326,90.379,91.422,92.402,94.500,96.311,97.980,99.560,100.00,101.88,105.87,109.69,112.66
"원주시","집세",89.501,89.879,90.005,90.346,91.009,93.914,96.309,97.569,98.879,99.935,100.512,101.017,100.530,100.00,100.35,101.30,102.26,102.98
"원주시","공공서비스",91.969,93.969,95.397,96.630,96.589,96.439,97.089,97.860,99.061,100.362,101.417,101.525,101.773,100.00,100.87,101.90,103.87,104.67
"원주시","개인서비스",74.866,78.618,80.500,81.797,84.858,85.785,86.793,87.931,88.749,91.355,93.684,96.139,98.558,100.00,102.59,108.34,113.46,117.75
"강릉시","총지수",77.870,82.558,83.940,86.268,89.834,91.596,92.642,93.112,93.355,94.195,96.583,98.368,99.309,100.00,102.75,109.32,113.42,116.20
"강릉시","상품",76.831,82.343,84.486,88.092,93.355,96.496,97.150,96.848,95.868,95.355,97.595,99.288,99.305,100.00,103.57,112.31,116.29,118.85
"강릉시","농축수산물",60.921,61.326,65.208,69.960,76.472,81.125,80.939,77.728,80.065,84.057,89.745,93.856,93.408,100.00,108.64,115.92,118.92,125.34
"강릉시","공업제품",79.155,86.219,87.657,90.711,95.565,98.217,98.954,99.479,98.033,96.998,98.848,100.437,100.488,100.00,102.80,111.53,113.88,115.52
"강릉시","전기 · 가스 · 수도",-,-,-,109.360,114.254,117.425,119.433,118.499,113.373,106.343,103.414,100.204,100.973,100.00,98.86,111.49,134.09,137.91
"강릉시","서비스",78.135,82.163,82.989,84.352,86.377,86.849,88.273,89.494,90.919,93.050,95.577,97.450,99.309,100.00,101.91,106.23,110.43,113.42
"강릉시","집세",87.509,88.517,88.823,88.830,89.608,92.132,95.081,96.623,97.612,98.786,99.566,100.183,100.168,100.00,100.10,101.23,102.15,103.47
"강릉시","공공서비스",91.272,96.543,94.914,97.623,97.192,96.948,97.745,98.281,99.300,100.494,101.454,101.684,101.932,100.00,101.02,102.50,104.54,105.59
"강릉시","개인서비스",71.494,75.505,77.254,78.340,81.565,81.995,83.445,84.916,86.606,89.269,92.717,95.412,98.180,100.00,102.61,108.68,114.41,118.48
"충청북도","총지수",78.748,82.789,84.806,87.300,91.148,92.938,94.104,95.220,95.073,95.613,97.524,99.122,99.487,100.00,102.69,108.52,112.39,114.83
"충청북도","상품",76.983,82.336,84.579,88.485,93.941,96.588,97.505,98.345,97.029,96.228,98.093,99.707,99.431,100.00,103.40,110.93,114.73,117.22
"충청북도","농축수산물",64.036,64.166,67.929,74.321,83.096,84.645,83.930,82.486,83.268,86.518,90.535,94.943,94.211,100.00,108.76,112.80,115.72,121.57
"충청북도","공업제품",78.763,85.655,87.342,90.302,95.021,97.813,98.694,99.676,98.530,97.651,99.336,100.788,100.476,100.00,102.74,110.67,112.82,114.50
"충청북도","전기 · 가스 · 수도",-,-,-,104.375,108.132,112.282,117.029,121.566,114.278,104.519,102.866,99.936,100.975,100.00,98.51,109.57,131.69,135.49
"충청북도","서비스",79.902,82.981,84.809,86.230,88.565,89.535,90.936,92.312,93.274,95.041,96.997,98.575,99.541,100.00,101.96,106.00,109.91,112.30
"충청북도","집세",89.038,89.702,90.198,90.701,92.991,95.733,98.630,99.824,100.332,101.073,101.461,101.049,100.401,100.00,100.35,101.73,102.72,103.18
"충청북도","공공서비스",92.363,94.571,96.363,97.485,97.461,96.740,97.476,98.574,98.989,100.116,100.597,100.705,100.687,100.00,101.98,103.38,104.92,106.26
"충청북도","개인서비스",73.337,77.102,79.170,80.857,84.091,85.425,86.868,88.386,89.631,91.854,94.724,97.262,98.911,100.00,102.31,108.01,113.42,116.61
"청주시","총지수",78.805,82.737,84.787,87.358,91.143,92.896,94.106,95.281,95.161,95.658,97.536,99.154,99.498,100.00,102.76,108.60,112.58,115.04
"청주시","상품",77.072,82.304,84.595,88.593,94.063,96.566,97.547,98.416,97.124,96.259,98.078,99.707,99.427,100.00,103.38,110.91,114.71,117.26
"청주시","농축수산물",63.963,63.948,67.449,74.323,83.509,84.512,83.957,82.689,83.367,86.409,90.391,95.174,94.397,100.00,108.51,112.70,115.12,121.19
"청주시","공업제품",78.854,85.654,87.445,90.361,94.999,97.734,98.679,99.667,98.582,97.704,99.361,100.747,100.441,100.00,102.75,110.67,112.87,114.59
"청주시","전기 · 가스 · 수도",-,-,-,105.013,108.802,113.008,117.611,122.100,114.773,104.655,102.757,99.838,100.863,100.00,98.70,109.65,132.09,135.88
"청주시","서비스",79.933,82.884,84.753,86.257,88.478,89.485,90.909,92.369,93.355,95.104,97.043,98.642,99.575,100.00,102.11,106.18,110.31,112.67
"청주시","집세",89.528,90.186,90.696,91.267,92.886,95.282,98.330,99.551,100.127,100.787,101.152,100.856,100.342,100.00,100.45,101.83,102.71,103.13
"청주시","공공서비스",92.394,94.528,96.291,97.452,97.493,96.832,97.596,98.740,99.226,100.376,100.776,100.952,100.805,100.00,102.01,103.51,105.15,106.50
"청주시","개인서비스",73.306,76.888,79.007,80.811,83.943,85.377,86.822,88.440,89.691,91.887,94.772,97.293,98.918,100.00,102.52,108.23,113.97,117.14
"충주시","총지수",78.498,82.939,84.845,87.024,91.085,93.030,94.044,94.957,94.723,95.430,97.464,98.986,99.436,100.00,102.45,108.21,111.66,114.04
"충주시","상품",76.642,82.345,84.497,88.118,93.470,96.611,97.309,98.035,96.639,96.107,98.161,99.710,99.452,100.00,103.46,110.98,114.80,117.07
"충주시","농축수산물",64.251,64.850,69.394,74.297,81.690,85.109,83.821,81.749,82.904,86.973,91.128,94.000,93.467,100.00,109.70,113.15,118.00,123.04
"충주시","공업제품",78.507,85.647,87.011,90.110,95.096,98.080,98.737,99.701,98.333,97.439,99.240,100.957,100.621,100.00,102.69,110.69,112.62,114.18
"충주시","전기 · 가스 · 수도",-,-,-,101.742,105.565,109.425,114.652,119.326,112.259,103.999,103.317,100.350,101.422,100.00,97.81,109.24,130.20,133.99
"충주시","서비스",79.743,83.186,84.948,86.067,88.857,89.691,91.007,92.093,92.958,94.802,96.818,98.313,99.417,100.00,101.38,105.32,108.41,110.88
"충주시","집세",87.600,88.208,88.767,89.019,93.662,97.477,99.817,100.933,101.176,102.237,102.734,101.831,100.648,100.00,99.98,101.32,102.71,103.39
"충주시","공공서비스",92.206,94.628,96.512,97.450,97.239,96.312,96.952,97.850,98.048,99.098,99.891,99.744,100.198,100.00,101.85,102.91,104.07,105.39
"충주시","개인서비스",73.392,77.694,79.573,80.904,84.538,85.571,87.010,88.168,89.396,91.724,94.537,97.127,98.882,100.00,101.51,107.19,111.34,114.61
"충청남도","총지수",79.220,83.120,85.387,87.954,91.561,93.753,94.867,95.309,95.515,96.171,98.036,99.437,99.343,100.00,102.77,108.74,112.35,114.57
"충청남도","상품",77.267,82.225,84.714,88.810,94.184,96.967,97.550,97.969,96.996,96.226,98.193,99.484,99.161,100.00,103.61,111.70,115.39,117.78
"충청남도","농축수산물",63.727,63.435,66.720,73.942,81.423,83.912,82.163,79.582,82.854,85.715,90.154,93.611,92.529,100.00,108.97,114.08,117.44,123.36
"충청남도","공업제품",79.253,85.760,87.927,90.870,95.755,98.453,99.183,99.967,98.718,97.925,99.557,100.786,100.432,100.00,102.73,111.15,113.24,114.79
"충청남도","전기 · 가스 · 수도",-,-,-,104.252,108.752,112.905,117.739,122.075,113.412,103.957,103.020,100.032,101.736,100.00,99.39,111.46,134.00,137.56
"충청남도","서비스",80.412,83.566,85.675,87.124,88.997,90.623,92.260,92.724,94.098,96.118,97.881,99.390,99.518,100.00,101.86,105.54,109.06,111.12
"충청남도","집세",83.545,84.400,84.911,85.921,88.700,93.352,97.188,99.642,101.667,102.431,102.555,101.686,100.397,100.00,101.17,103.20,104.61,105.16
"충청남도","공공서비스",93.748,95.909,97.936,99.861,99.428,98.832,99.897,100.993,101.966,103.016,104.107,104.257,100.873,100.00,101.18,100.82,101.07,102.38
"충청남도","개인서비스",74.844,78.739,81.136,82.488,85.080,86.977,88.442,88.253,89.674,92.291,94.606,97.071,98.827,100.00,102.28,107.88,113.14,115.82
"천안시","총지수",79.062,83.035,85.379,87.876,91.361,93.667,94.758,95.234,95.580,96.214,98.112,99.402,99.470,100.00,102.68,108.62,112.18,114.29
"천안시","상품",77.486,82.358,84.888,89.056,94.452,97.250,97.700,98.031,97.178,96.366,98.375,99.532,99.264,100.00,103.52,111.64,115.45,117.70
"천안시","농축수산물",64.704,63.791,67.018,74.313,81.547,84.230,81.986,79.182,83.088,85.858,90.706,93.511,92.341,100.00,108.85,113.97,117.93,123.16
"천안시","공업제품",79.206,85.804,88.010,91.051,95.998,98.678,99.373,100.088,98.878,98.082,99.643,100.845,100.578,100.00,102.66,111.10,113.25,114.77
"천안시","전기 · 가스 · 수도",-,-,-,104.835,109.395,113.660,118.372,122.766,113.693,103.965,103.092,100.244,101.985,100.00,99.10,111.47,133.62,137.07
"천안시","서비스",79.886,83.190,85.389,86.664,88.368,90.202,91.914,92.536,94.055,96.075,97.860,99.283,99.669,100.00,101.78,105.35,108.67,110.65
"천안시","집세",81.784,82.888,83.221,84.104,86.704,91.814,96.239,99.196,101.711,102.555,102.873,101.784,100.387,100.00,101.37,103.50,104.81,105.12
"천안시","공공서비스",93.881,96.181,98.378,100.266,99.740,99.138,100.333,101.504,102.446,103.479,104.439,104.610,101.319,100.00,101.01,100.59,100.75,102.02
"천안시","개인서비스",74.328,78.341,80.877,81.990,84.361,86.519,87.929,87.864,89.442,92.043,94.405,96.768,98.897,100.00,102.17,107.60,112.59,115.20
"아산시","총지수",-,-,-,-,-,-,-,-,95.331,96.045,97.772,99.368,98.983,100.00,102.82,108.90,112.72,114.98
"아산시","상품",-,-,-,-,-,-,-,-,96.857,96.261,98.050,99.519,98.947,100.00,103.75,111.68,115.25,117.92
"아산시","농축수산물",-,-,-,-,-,-,-,-,83.113,86.631,90.231,94.953,92.959,100.00,109.74,114.07,116.90,123.73
"아산시","공업제품",-,-,-,-,-,-,-,-,98.471,97.750,99.428,100.642,100.171,100.00,102.80,111.13,113.21,114.92
"아산시","전기 · 가스 · 수도",-,-,-,-,-,-,-,-,113.262,103.786,102.146,98.893,100.482,100.00,98.69,111.42,133.55,137.25
"아산시","서비스",-,-,-,-,-,-,-,-,93.868,95.837,97.504,99.220,99.015,100.00,101.83,105.90,109.93,111.81
"아산시","집세",-,-,-,-,-,-,-,-,100.761,101.488,101.246,101.007,100.200,100.00,101.15,103.43,105.35,106.32
"아산시","공공서비스",-,-,-,-,-,-,-,-,101.099,101.946,102.999,103.197,99.773,100.00,101.15,101.09,101.26,102.51
"아산시","개인서비스",-,-,-,-,-,-,-,-,89.771,92.397,94.641,97.319,98.493,100.00,102.24,108.31,114.32,116.64
"서산시","총지수",79.964,83.633,85.910,88.471,92.394,94.460,95.699,95.796,95.598,96.227,98.243,99.713,99.522,100.00,102.97,108.90,112.30,114.87
"서산시","상품",76.647,81.649,84.087,87.822,93.187,96.231,97.267,97.634,96.464,95.535,97.720,99.205,99.163,100.00,103.70,111.96,115.44,117.85
"서산시","농축수산물",61.099,61.552,65.202,71.281,79.474,82.468,82.117,79.453,81.328,83.280,87.621,91.350,92.487,100.00,107.98,114.51,116.65,123.39
"서산시","공업제품",79.330,85.719,87.649,90.438,95.149,98.042,98.957,99.726,98.517,97.608,99.419,100.834,100.330,100.00,102.86,111.38,113.26,114.65
"서산시","전기 · 가스 · 수도",-,-,-,102.844,107.025,111.219,116.704,120.760,112.582,104.342,104.570,101.531,103.272,100.00,101.71,111.56,136.38,140.15
"서산시","서비스",82.634,85.306,87.468,89.172,91.639,92.693,94.141,93.969,94.754,96.894,98.748,100.200,99.866,100.00,102.19,105.61,108.92,111.62
"서산시","집세",91.076,90.639,91.268,93.103,97.175,100.798,102.313,103.130,103.347,103.817,103.805,102.635,100.815,100.00,100.45,101.61,102.47,103.17
"서산시","공공서비스",94.376,96.037,97.699,99.617,99.783,99.221,99.958,100.893,101.724,103.251,104.975,104.962,101.177,100.00,101.82,101.23,101.97,103.50
"서산시","개인서비스",76.655,80.215,82.783,84.390,87.462,88.721,90.466,89.639,90.507,93.175,95.407,97.902,99.182,100.00,102.74,108.21,113.07,116.67
"전라북도","총지수",78.253,82.090,84.482,87.250,91.066,93.051,94.173,95.233,95.205,95.718,97.492,99.158,99.467,100.00,102.59,108.06,111.62,114.24
"전라북도","상품",76.514,81.569,83.973,88.233,93.791,96.990,98.016,98.574,97.000,96.149,97.828,99.636,99.124,100.00,103.22,110.28,114.45,117.15
"전라북도","농축수산물",61.179,61.549,64.864,71.829,79.683,83.393,84.095,81.156,82.994,86.346,89.444,93.796,92.838,100.00,108.21,111.27,116.64,123.47
"전라북도","공업제품",79.549,86.229,88.188,91.213,96.011,98.749,99.432,100.569,98.804,97.819,99.532,101.210,100.596,100.00,102.61,110.14,112.29,113.94
"전라북도","전기 · 가스 · 수도",-,-,-,104.356,109.382,114.353,118.976,123.037,114.959,104.972,102.872,99.851,101.262,100.00,97.84,109.38,130.34,133.96
"전라북도","서비스",79.593,82.481,84.842,86.383,88.485,89.262,90.477,92.010,93.457,95.298,97.160,98.687,99.805,100.00,101.88,105.55,108.51,111.04
"전라북도","집세",88.469,89.202,89.442,89.850,92.395,95.487,97.916,98.686,98.861,99.258,99.918,100.164,100.189,100.00,100.26,100.94,101.25,101.51
"전라북도","공공서비스",92.257,94.061,96.052,97.016,96.846,97.144,97.948,98.948,99.751,100.803,102.245,102.585,101.985,100.00,101.39,102.85,103.06,104.08
"전라북도","개인서비스",72.792,76.458,79.314,81.297,84.346,84.988,86.201,88.056,89.935,92.336,94.565,96.807,98.829,100.00,102.43,107.68,112.32,115.95
"전주시","총지수",78.200,82.032,84.483,87.195,90.974,92.936,94.009,95.075,95.003,95.641,97.422,99.206,99.562,100.00,102.58,107.90,111.33,113.84
"전주시","상품",76.545,81.633,84.047,88.226,93.755,97.074,98.034,98.569,96.879,96.126,97.773,99.779,99.253,100.00,103.23,110.07,114.21,116.93
"전주시","농축수산물",62.159,62.360,65.237,71.937,79.891,83.980,84.498,81.358,82.703,86.659,89.455,94.724,93.527,100.00,108.46,111.14,116.69,123.57
"전주시","공업제품",79.311,86.067,88.239,91.315,95.941,98.651,99.278,100.404,98.680,97.687,99.430,101.140,100.564,100.00,102.59,109.90,111.96,113.66
"전주시","전기 · 가스 · 수도",-,-,-,104.061,109.360,114.867,119.600,123.810,115.359,105.095,103.038,99.987,101.421,100.00,97.70,109.32,130.40,133.78
"전주시","서비스",79.408,82.265,84.722,86.303,88.361,88.971,90.151,91.718,93.172,95.164,97.078,98.643,99.865,100.00,101.84,105.45,108.18,110.47
"전주시","집세",86.821,87.840,87.997,88.347,91.078,94.208,96.337,96.972,97.114,97.889,98.963,99.927,100.155,100.00,100.32,101.09,100.84,100.59
"전주시","공공서비스",92.390,94.098,96.143,97.097,97.235,97.649,98.440,99.379,100.246,101.421,102.904,102.907,102.150,100.00,101.30,102.59,102.88,103.85
"전주시","개인서비스",72.752,76.390,79.377,81.420,84.235,84.561,85.764,87.710,89.585,92.111,94.337,96.651,98.869,100.00,102.39,107.60,111.95,115.31
"군산시","총지수",78.109,81.928,84.323,87.066,90.911,92.914,94.254,95.342,95.447,95.774,97.470,98.847,99.244,100.00,102.57,107.99,111.87,114.47
"군산시","상품",76.386,81.313,83.901,88.077,93.721,96.634,98.000,98.633,97.417,96.210,97.983,99.511,99.110,100.00,103.05,110.24,114.47,117.17
"군산시","농축수산물",59.945,60.066,64.618,71.490,79.395,82.231,84.010,81.346,84.423,86.413,89.759,92.687,92.291,100.00,107.94,110.74,115.70,123.57
"군산시","공업제품",79.591,86.125,87.872,90.847,95.768,98.554,99.398,100.567,98.982,97.884,99.650,101.333,100.719,100.00,102.43,110.19,112.53,113.98
