"도시별","품목성질별",2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"군산시","전기 · 가스 · 수도",-,-,-,105.965,110.327,114.460,119.053,123.119,114.814,104.837,102.872,99.858,101.267,100.00,97.97,109.54,130.42,133.65
"군산시","서비스",79.368,82.305,84.558,86.151,88.219,89.324,90.639,92.162,93.532,95.348,96.962,98.198,99.375,100.00,102.03,105.45,108.98,111.48
"군산시","집세",92.251,92.511,92.785,93.370,95.681,99.098,102.320,103.054,103.209,103.011,102.848,102.060,100.576,100.00,100.22,100.47,101.68,102.75
"군산시","공공서비스",91.844,93.647,95.649,96.744,96.083,96.069,96.950,98.228,98.735,99.367,100.552,101.242,101.197,100.00,101.92,103.98,104.08,104.91
"군산시","개인서비스",72.020,75.796,78.456,80.433,83.703,84.944,86.178,87.907,89.784,92.403,94.462,96.267,98.401,100.00,102.45,107.12,112.51,115.98
"익산시","총지수",-,-,-,-,-,-,-,-,95.441,95.852,97.671,99.341,99.466,100.00,102.64,108.48,112.06,114.93
"익산시","상품",-,-,-,-,-,-,-,-,96.874,96.144,97.808,99.420,98.841,100.00,103.34,110.80,114.98,117.60
"익산시","농축수산물",-,-,-,-,-,-,-,-,82.355,85.588,89.129,92.720,91.796,100.00,107.91,112.05,117.39,123.10
"익산시","공업제품",-,-,-,-,-,-,-,-,98.912,98.050,99.642,101.246,100.536,100.00,102.83,110.65,112.85,114.54
"익산시","전기 · 가스 · 수도",-,-,-,-,-,-,-,-,114.119,104.808,102.508,99.530,100.890,100.00,98.05,109.34,130.06,134.64
"익산시","서비스",-,-,-,-,-,-,-,-,94.026,95.555,97.533,99.256,100.078,100.00,101.83,105.86,108.83,111.95
"익산시","집세",-,-,-,-,-,-,-,-,98.953,98.999,99.436,99.007,99.919,100.00,100.17,101.03,101.79,102.47
"익산시","공공서비스",-,-,-,-,-,-,-,-,99.631,100.794,102.370,103.155,102.377,100.00,101.12,102.36,102.51,103.85
"익산시","개인서비스",-,-,-,-,-,-,-,-,90.868,92.784,95.173,97.659,99.137,100.00,102.49,108.38,112.99,117.36
"전라남도","총지수",77.947,81.673,83.952,86.753,90.635,92.434,93.687,94.627,94.595,95.486,97.508,98.971,99.300,100.00,102.62,108.43,112.21,115.03
"전라남도","상품",75.496,80.384,82.981,87.199,92.488,95.744,96.662,97.295,95.888,95.698,97.613,99.043,98.914,100.00,103.19,110.74,114.87,117.84
"전라남도","농축수산물",60.546,60.823,65.953,73.738,79.041,83.080,83.136,81.657,82.107,86.316,90.298,93.213,93.080,100.00,107.15,110.67,115.82,123.35
"전라남도","공업제품",78.827,85.327,86.878,89.561,94.935,97.840,98.682,99.655,98.188,97.404,99.172,100.604,100.384,100.00,102.62,110.82,113.07,114.77
"전라남도","전기 · 가스 · 수도",-,-,-,104.911,109.229,112.694,117.242,121.144,114.252,106.374,103.209,100.039,100.924,100.00,98.27,110.03,131.32,134.79
"전라남도","서비스",79.725,82.524,84.526,86.201,88.722,89.133,90.709,91.940,93.243,95.258,97.391,98.890,99.727,100.00,101.97,105.82,109.22,111.90
"전라남도","집세",83.768,84.977,86.088,87.852,89.939,93.129,95.440,96.583,97.125,97.432,98.117,98.924,99.743,100.00,100.58,101.77,102.39,102.52
"전라남도","공공서비스",93.738,95.768,97.550,98.791,98.182,97.128,98.208,99.179,99.980,101.390,103.487,103.435,102.009,100.00,101.18,101.87,102.66,104.18
"전라남도","개인서비스",73.213,76.593,78.860,80.703,84.604,85.276,86.990,88.347,89.966,92.443,94.762,96.992,98.773,100.00,102.53,108.11,113.06,116.64
"목포시","총지수",77.965,81.780,84.183,86.761,90.520,92.567,93.752,94.501,94.448,95.737,97.823,99.052,99.074,100.00,102.76,108.19,111.80,114.77
"목포시","상품",75.113,80.058,82.904,86.817,92.264,95.403,96.182,96.633,95.456,95.484,97.581,99.106,98.788,100.00,103.44,110.43,114.45,117.73
"목포시","농축수산물",59.000,59.606,65.436,72.394,78.391,82.173,81.809,79.797,81.174,86.189,90.574,93.623,92.372,100.00,108.68,110.76,115.57,124.50
"목포시","공업제품",78.762,85.234,86.797,89.347,94.768,97.634,98.428,99.334,97.898,97.167,99.083,100.591,100.399,100.00,102.59,110.41,112.63,114.41
"목포시","전기 · 가스 · 수도",-,-,-,106.059,109.567,112.990,117.417,121.107,114.179,106.213,102.844,99.858,101.015,100.00,98.18,109.72,130.79,134.09
"목포시","서비스",80.142,83.041,85.124,86.630,88.782,89.734,91.318,92.361,93.411,96.015,98.088,98.992,99.391,100.00,101.99,105.64,108.83,111.48
"목포시","집세",88.596,89.584,90.727,91.900,93.813,97.151,98.242,98.688,98.964,99.240,99.767,99.901,100.059,100.00,100.42,101.33,101.41,101.75
"목포시","공공서비스",92.890,95.155,96.916,98.533,97.835,97.612,98.362,99.260,100.262,101.498,103.390,103.219,101.902,100.00,101.06,102.04,102.62,104.11
"목포시","개인서비스",73.550,77.059,79.447,80.941,84.307,85.514,87.522,88.697,89.858,93.330,95.653,97.099,98.251,100.00,102.63,107.83,112.61,116.12
"여수시","총지수",77.424,81.051,82.923,85.813,90.010,91.863,93.293,94.098,94.083,94.764,96.907,98.527,99.231,100.00,102.48,108.59,112.47,115.08
"여수시","상품",75.743,80.723,82.716,87.114,92.536,95.866,96.703,97.156,95.567,95.219,96.967,98.481,98.674,100.00,103.08,110.91,115.05,117.69
"여수시","농축수산물",61.644,61.850,65.358,73.789,79.661,83.823,83.767,81.106,81.196,84.763,88.563,91.329,92.166,100.00,106.70,111.41,116.58,122.60
"여수시","공업제품",78.613,85.233,86.617,89.349,94.762,97.755,98.525,99.600,98.018,97.236,98.837,100.414,100.332,100.00,102.60,110.87,113.12,114.78
"여수시","전기 · 가스 · 수도",-,-,-,106.437,110.109,113.541,118.060,121.894,114.669,106.288,102.941,99.884,101.093,100.00,98.09,109.90,131.40,134.78
"여수시","서비스",78.463,80.986,82.733,84.424,87.456,87.920,89.917,91.056,92.540,94.293,96.838,98.578,99.847,100.00,101.81,105.97,109.57,112.14
"여수시","집세",78.492,79.497,80.798,82.262,84.380,88.017,91.948,93.901,94.893,95.624,96.759,97.866,99.550,100.00,100.52,101.91,102.93,103.98
"여수시","공공서비스",94.166,95.993,97.858,98.922,97.908,95.932,97.930,99.136,99.896,101.527,103.375,103.414,102.065,100.00,101.52,101.99,102.90,104.35
"여수시","개인서비스",71.762,74.884,76.686,78.660,83.477,84.545,86.307,87.320,89.189,91.110,94.134,96.658,98.962,100.00,102.14,108.28,113.41,116.71
"순천시","총지수",78.557,82.307,84.846,87.772,91.444,92.898,94.039,95.328,95.306,96.007,97.837,99.362,99.595,100.00,102.63,108.49,112.29,115.21
"순천시","상품",75.671,80.433,83.409,87.717,92.701,95.948,97.113,98.143,96.670,96.426,98.324,99.572,99.292,100.00,103.08,110.83,115.04,118.07
"순천시","농축수산물",61.137,61.237,67.293,75.201,79.086,83.265,83.929,84.317,84.094,88.151,91.890,94.821,94.753,100.00,106.29,109.82,115.26,123.11
"순천시","공업제품",79.120,85.564,87.257,89.998,95.248,98.128,99.114,100.045,98.663,97.817,99.616,100.825,100.437,100.00,102.67,111.11,113.40,115.07
"순천시","전기 · 가스 · 수도",-,-,-,102.111,107.981,111.485,116.197,120.395,113.888,106.631,103.850,100.392,100.648,100.00,98.53,110.42,131.70,135.41
"순천시","서비스",80.738,83.707,85.895,87.729,90.105,89.812,90.923,92.463,93.855,95.540,97.300,99.128,99.929,100.00,102.13,105.82,109.22,112.01
"순천시","집세",84.896,86.514,87.423,90.053,92.199,94.676,96.437,97.392,97.712,97.592,97.952,99.102,99.628,100.00,100.79,102.00,102.67,101.67
"순천시","공공서비스",94.179,96.215,97.928,98.999,98.842,97.913,98.373,99.157,99.779,101.127,103.688,103.669,102.049,100.00,100.93,101.61,102.46,104.07
"순천시","개인서비스",74.520,78.063,80.694,82.678,86.192,85.834,87.159,89.102,90.964,93.006,94.558,97.242,99.083,100.00,102.84,108.19,113.10,117.02
"경상북도","총지수",79.241,83.437,85.409,88.111,91.863,93.713,94.798,95.758,95.795,96.452,98.240,99.703,99.875,100.00,102.74,108.74,112.39,114.88
"경상북도","상품",76.661,82.001,84.066,88.503,93.967,96.805,97.491,98.314,97.083,96.316,98.295,100.150,99.569,100.00,103.58,111.56,115.21,117.64
"경상북도","농축수산물",61.850,62.237,66.624,74.900,82.590,85.386,84.764,83.526,84.822,88.068,91.882,96.614,94.227,100.00,108.32,113.16,116.78,122.48
"경상북도","공업제품",79.453,86.321,87.530,90.529,95.380,98.089,98.744,99.674,98.476,97.555,99.408,101.046,100.675,100.00,102.89,111.28,113.33,114.97
"경상북도","전기 · 가스 · 수도",-,-,-,103.736,108.481,112.596,116.751,121.711,113.950,104.061,102.374,99.531,101.171,100.00,98.05,110.24,132.22,135.42
"경상북도","서비스",81.278,84.540,86.435,87.718,89.801,90.684,92.156,93.251,94.515,96.594,98.192,99.265,100.175,100.00,101.83,105.70,109.33,111.87
"경상북도","집세",94.667,95.245,95.229,95.386,96.825,98.775,100.888,102.246,102.929,103.391,103.105,102.126,100.771,100.00,100.43,101.30,102.11,102.26
"경상북도","공공서비스",93.366,95.935,97.318,98.629,98.505,98.342,98.987,99.677,100.380,102.036,102.820,102.842,102.018,100.00,101.04,101.76,102.82,104.19
"경상북도","개인서비스",74.916,78.743,81.037,82.427,85.367,86.522,88.248,89.471,91.041,93.510,95.683,97.458,99.372,100.00,102.42,108.13,113.23,116.64
"포항시","총지수",78.961,83.096,84.923,87.494,90.972,93.166,94.446,95.313,95.603,96.484,98.392,99.748,99.903,100.00,102.67,108.64,112.40,114.87
"포항시","상품",77.195,82.313,84.003,88.373,93.815,96.813,97.459,98.181,97.275,96.484,98.635,100.328,99.609,100.00,103.56,111.30,115.31,117.73
"포항시","농축수산물",63.642,63.319,67.003,74.492,82.611,85.194,84.172,81.881,84.374,87.721,93.001,96.815,93.837,100.00,108.34,111.94,117.38,122.79
"포항시","공업제품",79.577,86.385,87.378,90.533,95.264,98.116,98.752,99.789,98.755,97.796,99.513,101.174,100.771,100.00,102.90,111.30,113.40,115.09
"포항시","전기 · 가스 · 수도",-,-,-,103.104,107.805,113.372,118.334,123.694,115.474,105.200,103.150,100.066,101.511,100.00,97.72,109.70,131.69,134.76
"포항시","서비스",80.199,83.554,85.453,86.600,88.165,89.632,91.513,92.520,93.949,96.492,98.158,99.181,100.199,100.00,101.71,105.76,109.27,111.78
"포항시","집세",97.344,97.637,97.019,97.075,98.378,99.569,100.881,101.749,102.541,103.428,102.919,102.089,101.027,100.00,100.14,100.84,101.52,102.06
"포항시","공공서비스",92.740,94.784,96.588,97.594,97.618,97.797,98.656,99.629,100.224,102.543,103.233,103.259,102.131,100.00,100.74,101.35,102.42,104.11
"포항시","개인서비스",73.296,77.418,79.644,80.954,83.106,85.049,87.418,88.456,90.305,93.163,95.502,97.180,99.331,100.00,102.40,108.48,113.43,116.59
"경주시","총지수",79.772,84.007,86.274,88.979,92.479,94.450,95.457,96.097,95.674,96.422,98.332,100.026,99.949,100.00,102.47,108.44,111.87,114.29
"경주시","상품",76.711,81.958,84.009,88.480,93.559,96.388,97.316,98.255,96.713,96.070,98.139,99.980,99.629,100.00,103.24,111.44,114.86,117.39
"경주시","농축수산물",63.152,62.860,66.450,75.769,82.551,85.417,85.640,84.982,85.033,88.594,91.744,96.052,94.477,100.00,107.36,113.22,115.53,121.39
"경주시","공업제품",79.196,86.131,87.627,90.385,95.108,97.772,98.352,99.332,98.130,97.209,99.243,100.885,100.642,100.00,102.72,111.16,113.20,114.93
"경주시","전기 · 가스 · 수도",-,-,-,101.525,105.425,109.757,115.444,119.877,111.495,102.677,102.234,100.152,101.666,100.00,97.72,109.67,131.49,134.78
"경주시","서비스",82.367,85.767,88.222,89.479,91.395,92.520,93.605,93.954,94.628,96.774,98.521,100.080,100.269,100.00,101.65,105.19,108.61,110.93
"경주시","집세",99.490,100.000,100.420,100.880,102.318,103.309,104.067,104.612,104.823,105.032,104.713,103.799,100.676,100.00,100.30,100.71,100.93,101.14
"경주시","공공서비스",95.039,97.674,99.485,100.549,99.544,99.528,100.019,100.377,101.166,102.609,103.283,103.341,102.189,100.00,100.70,101.07,102.10,103.33
"경주시","개인서비스",75.425,79.418,82.325,83.747,86.754,88.303,89.677,89.995,90.682,93.355,95.790,98.279,99.464,100.00,102.28,107.72,112.60,115.72
"안동시","총지수",78.393,82.420,84.302,87.546,91.697,93.441,93.942,94.773,95.098,96.025,97.869,99.524,99.978,100.00,102.93,109.10,112.38,114.98
"안동시","상품",75.608,80.964,84.078,88.916,94.081,97.044,97.098,97.448,96.614,96.313,98.174,100.193,100.089,100.00,103.64,111.77,115.04,117.85
"안동시","농축수산물",58.411,59.250,66.740,75.254,80.033,84.993,84.672,82.028,84.188,88.997,92.104,97.425,97.180,100.00,108.94,113.83,115.61,123.49
"안동시","공업제품",78.334,84.965,86.477,89.891,94.880,97.779,98.437,99.232,98.006,97.324,99.248,100.936,100.681,100.00,102.80,111.36,113.32,115.03
"안동시","전기 · 가스 · 수도",-,-,-,114.513,122.194,119.893,115.120,119.100,114.141,103.934,101.790,99.195,101.078,100.00,98.29,110.76,132.54,135.19
"안동시","서비스",80.442,83.370,84.252,86.168,89.342,89.933,90.860,92.155,93.592,95.742,97.566,98.877,99.870,100.00,102.16,106.22,109.49,111.88
"안동시","집세",90.253,90.215,90.381,91.348,93.662,95.823,98.638,100.591,101.156,101.273,101.286,101.453,100.271,100.00,100.83,101.74,102.72,103.28
"안동시","공공서비스",92.161,97.538,96.223,98.918,99.486,99.273,99.883,100.396,101.134,102.054,102.602,102.585,101.980,100.00,101.21,102.16,103.06,104.27
"안동시","개인서비스",74.632,77.089,78.791,80.600,84.798,85.447,86.254,87.778,89.620,92.514,95.070,97.055,98.990,100.00,102.80,108.70,113.29,116.45
"구미시","총지수",79.694,84.035,85.995,88.603,92.709,94.066,95.161,96.477,96.372,96.594,98.143,99.523,99.758,100.00,102.91,108.91,112.72,115.24
"구미시","상품",76.506,82.213,84.221,88.596,94.376,96.976,97.780,98.830,97.243,96.255,98.013,100.025,99.306,100.00,103.79,111.85,115.38,117.61
"구미시","농축수산물",60.392,61.973,66.328,74.825,83.499,85.805,85.071,85.321,85.562,87.915,90.563,96.425,93.515,100.00,108.67,114.31,117.30,122.35
"구미시","공업제품",79.881,86.866,88.013,90.802,95.878,98.360,99.095,99.901,98.512,97.553,99.435,101.017,100.572,100.00,103.04,111.30,113.33,114.83
"구미시","전기 · 가스 · 수도",-,-,-,102.275,106.765,110.990,116.200,121.349,113.530,103.582,101.738,98.673,100.512,100.00,98.58,111.05,133.19,136.74
"구미시","서비스",82.305,85.512,87.471,88.648,91.034,91.212,92.588,94.154,95.493,96.928,98.272,99.025,100.204,100.00,101.97,105.73,109.79,112.58
"구미시","집세",90.516,91.734,92.111,91.719,93.010,96.300,99.876,102.075,102.934,103.134,103.039,101.425,100.667,100.00,100.71,102.07,103.37,102.82
"구미시","공공서비스",93.672,95.561,97.318,98.644,98.521,97.995,98.471,99.082,99.852,101.081,102.130,102.141,101.790,100.00,101.57,102.54,103.69,104.80
"구미시","개인서비스",76.768,80.708,82.943,84.214,87.681,87.731,89.185,91.065,92.705,94.399,96.064,97.452,99.510,100.00,102.37,107.71,113.36,117.35
"경상남도","총지수",77.899,81.878,84.271,87.111,90.778,92.520,93.723,94.997,95.521,96.405,97.952,99.304,99.385,100.00,102.53,107.98,111.76,114.25
"경상남도","상품",76.095,81.082,83.944,88.261,93.137,96.265,96.985,97.867,96.763,96.221,97.785,99.428,99.127,100.00,103.28,110.54,114.63,117.33
"경상남도","농축수산물",62.959,63.254,67.864,75.696,82.219,86.454,85.369,83.376,84.132,87.422,90.649,94.758,93.736,100.00,107.70,111.44,115.55,122.31
"경상남도","공업제품",78.606,85.120,87.278,90.242,94.740,97.418,98.200,99.437,98.485,97.764,99.183,100.624,100.369,100.00,102.61,110.36,112.96,114.60
"경상남도","전기 · 가스 · 수도",-,-,-,103.318,107.924,112.210,116.863,121.295,113.961,104.659,103.108,100.035,101.271,100.00,98.26,110.01,131.72,136.13
"경상남도","서비스",79.268,82.423,84.462,86.169,88.682,89.200,90.821,92.447,94.406,96.575,98.107,99.189,99.615,100.00,101.79,105.44,108.92,111.23
"경상남도","집세",86.549,87.839,88.739,89.905,94.289,99.341,101.756,103.188,103.852,104.251,104.515,103.154,101.233,100.00,100.42,101.96,102.86,103.19
"경상남도","공공서비스",91.406,93.380,95.448,96.343,95.990,95.266,96.455,97.678,98.747,100.581,101.602,102.043,101.343,100.00,100.82,101.74,102.79,103.75
"경상남도","개인서비스",73.474,77.304,79.509,81.569,84.798,84.988,86.659,88.480,91.017,93.603,95.543,97.320,98.623,100.00,102.44,107.61,112.44,115.59
"창원시","총지수",78.301,82.340,84.723,87.557,91.198,93.002,94.076,95.587,96.142,96.958,98.461,99.615,99.436,100.00,102.62,107.92,111.72,114.11
"창원시","상품",76.704,81.734,84.490,88.797,93.644,96.714,97.184,98.252,97.245,96.594,98.219,99.703,99.193,100.00,103.31,110.27,114.38,116.87
"창원시","농축수산물",65.029,65.495,69.962,77.681,83.967,87.974,86.237,84.624,85.772,88.604,91.963,95.502,93.835,100.00,108.33,110.79,114.60,119.99
"창원시","공업제품",78.764,85.221,87.315,90.343,94.823,97.533,98.113,99.454,98.557,97.853,99.408,100.806,100.432,100.00,102.53,110.22,112.92,114.53
"창원시","전기 · 가스 · 수도",-,-,-,103.803,108.474,112.787,117.550,122.446,115.034,105.453,103.049,99.835,101.087,100.00,97.97,109.34,130.74,135.90
"창원시","서비스",79.486,82.742,84.842,86.496,89.054,89.702,91.317,93.219,95.152,97.291,98.684,99.537,99.660,100.00,101.94,105.57,109.09,111.38
"창원시","집세",85.634,86.863,88.085,89.485,94.019,99.299,102.374,104.485,105.399,105.863,105.937,103.712,101.411,100.00,100.89,102.86,104.04,104.86
"창원시","공공서비스",91.320,93.398,95.469,96.330,95.839,95.134,96.388,98.160,99.186,100.905,101.661,102.327,101.570,100.00,100.85,101.76,102.81,103.87
"창원시","개인서비스",74.025,78.001,80.223,82.175,85.517,85.831,87.349,89.272,91.754,94.330,96.189,97.654,98.570,100.00,102.58,107.65,112.49,115.51
"김해시","총지수",76.263,80.122,82.736,85.695,89.537,91.473,92.849,93.802,94.464,95.528,97.191,98.752,99.167,100.00,102.48,108.04,111.90,114.31
"김해시","상품",74.512,79.496,82.685,86.953,92.128,95.380,96.294,96.935,95.775,95.427,96.736,98.726,98.851,100.00,103.41,110.87,115.07,117.80
"김해시","농축수산물",58.613,59.015,63.750,71.126,78.701,83.697,82.472,79.711,80.265,84.369,87.552,92.812,93.077,100.00,107.95,112.69,117.50,124.24
"김해시","공업제품",77.698,84.237,86.709,89.659,94.230,96.889,97.984,99.164,98.165,97.458,98.586,100.194,100.162,100.00,102.66,110.32,112.80,114.55
"김해시","전기 · 가스 · 수도",-,-,-,106.495,110.717,114.710,119.402,123.354,115.954,106.267,103.874,100.534,101.796,100.00,99.13,112.09,135.21,139.04
"김해시","서비스",77.548,80.539,82.716,84.653,87.312,88.019,89.800,91.032,93.296,95.627,97.613,98.773,99.460,100.00,101.55,105.22,108.76,110.88
"김해시","집세",85.588,86.522,87.227,87.847,93.689,100.147,102.246,102.852,103.302,103.836,104.198,103.280,101.117,100.00,100.01,100.88,101.87,101.88
"김해시","공공서비스",91.208,93.258,95.329,96.296,96.119,95.303,96.256,96.757,98.001,100.008,101.593,101.704,101.151,100.00,100.73,101.66,102.82,103.81
"김해시","개인서비스",71.220,74.813,77.247,79.701,82.775,83.048,85.110,86.729,89.687,92.434,94.836,96.792,98.480,100.00,102.16,107.48,112.35,115.28
"양산시","총지수",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.28,108.34,112.05,114.72
"양산시","상품",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.85,110.84,114.94,117.68
"양산시","농축수산물",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,105.78,112.55,116.42,123.74
"양산시","공업제품",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.54,110.55,113.24,114.90
"양산시","전기 · 가스 · 수도",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,97.92,109.30,130.39,134.00
"양산시","서비스",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,101.72,105.85,109.19,111.79
"양산시","집세",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,100.19,101.62,102.38,101.75
"양산시","공공서비스",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,100.78,101.70,102.75,103.58
"양산시","개인서비스",-,-,-,-,-,-,-,-,-,-,-,-,-,100.00,102.39,108.33,112.99,116.81
"진주시","총지수",79.074,82.976,85.163,87.949,91.284,92.640,94.007,94.975,95.184,96.007,97.522,99.167,99.535,100.00,102.59,107.77,111.43,114.16
"진주시","상품",76.492,81.412,84.132,88.536,93.169,96.180,97.475,98.090,96.745,96.232,98.020,99.624,99.345,100.00,103.40,110.56,114.47,117.66
"진주시","농축수산물",63.394,63.077,67.913,76.739,82.379,86.120,87.386,85.312,85.099,88.494,91.418,95.502,94.459,100.00,107.39,110.41,114.62,124.74
"진주시","공업제품",79.415,86.005,87.960,90.805,95.141,97.819,98.816,99.789,98.752,97.962,99.384,100.708,100.491,100.00,102.86,110.67,113.03,114.60
"진주시","전기 · 가스 · 수도",-,-,-,97.701,102.455,106.977,111.236,114.843,107.804,99.858,102.124,99.872,101.025,100.00,98.14,109.57,130.79,134.68
"진주시","서비스",81.179,84.286,86.029,87.562,89.685,89.483,90.911,92.193,93.785,95.792,97.070,98.750,99.712,100.00,101.79,104.99,108.41,110.74
"진주시","집세",92.029,93.967,94.286,95.417,96.833,98.872,99.562,99.924,100.044,100.056,100.722,101.327,100.886,100.00,99.91,101.32,101.47,101.76
"진주시","공공서비스",92.154,93.640,95.685,96.578,96.410,95.790,97.101,97.555,98.508,100.443,101.445,101.683,100.933,100.00,100.91,101.82,102.71,103.49
"진주시","개인서비스",75.143,78.957,80.818,82.586,85.703,85.299,86.903,88.673,90.771,93.148,94.637,97.096,99.007,100.00,102.49,106.98,111.90,115.14
"제주특별자치도","총지수",78.135,82.131,83.620,86.446,90.156,91.257,92.519,93.550,94.149,95.366,97.553,99.252,99.574,100.00,102.63,108.71,111.95,113.97
"제주특별자치도","상품",75.222,80.791,82.407,86.621,92.144,94.885,95.721,96.202,95.952,95.957,97.966,99.858,99.599,100.00,104.04,111.84,115.10,117.32
"제주특별자치도","농축수산물",57.739,58.954,63.141,69.141,77.358,80.846,81.691,80.077,82.651,86.327,89.997,94.969,94.868,100.00,108.94,114.18,117.04,122.72
"제주특별자치도","공업제품",79.429,86.413,87.077,90.538,95.397,97.885,98.537,99.423,98.529,97.826,99.704,101.055,100.738,100.00,103.16,111.42,113.68,115.17
"제주특별자치도","전기 · 가스 · 수도",-,-,-,98.415,101.178,103.764,107.793,110.227,109.038,104.825,101.256,99.231,99.392,100.00,99.36,109.42,130.56,132.88
"제주특별자치도","서비스",80.515,83.334,84.711,86.504,88.465,88.027,89.660,91.181,92.530,94.800,97.140,98.641,99.545,100.00,101.33,105.83,109.05,110.90
"제주특별자치도","집세",82.972,83.515,83.975,84.963,87.280,89.911,92.859,94.248,95.558,97.910,100.147,100.625,100.387,100.00,100.01,101.01,101.88,102.80
"제주특별자치도","공공서비스",92.604,94.974,96.453,97.389,96.317,95.459,95.950,97.238,98.904,99.721,100.757,100.639,100.001,100.00,100.71,101.81,103.01,104.14
"제주특별자치도","개인서비스",75.915,79.122,80.627,82.718,85.778,85.035,86.907,88.531,89.766,92.541,95.365,97.601,99.235,100.00,101.95,108.67,113.30,115.69
